Name: Anonre, Pop. 27233508, Seats: 1, D: 1.4142135623730951, PD: 1.925699818229809E7
Name: Isonrima, Pop. 44751459, Seats: 2, D: 2.449489742783178, PD: 1.8269706632513657E7
Name: Tibebe, Pop. 317900052, Seats: 17, D: 17.4928556845359, PD: 1.817313637824333E7
Name: Essoza, Pop. 26525417, Seats: 1, D: 1.4142135623730951, PD: 1.8756302234500926E7
Name: Somaen, Pop. 284613168, Seats: 15, D: 15.491933384829668, PD: 1.837170099625556E7
Name: Dierza, Pop. 38208829, Seats: 2, D: 2.449489742783178, PD: 1.5598689119876074E7
Name: Zaan, Pop. 24286809, Seats: 1, D: 1.4142135623730951, PD: 1.717336733728247E7
Name: Gearin, Pop. 339377840, Seats: 18, D: 18.49324200890693, PD: 1.8351451835029516E7
Name: Raater Xeesed, Pop. 396888377, Seats: 21, D: 21.494185260204677, PD: 1.846491840445878E7
Name: Qulexean, Pop. 267620797, Seats: 14, D: 14.491376746189438, PD: 1.8467589497345164E7
Name: Usoner, Pop. 121837806, Seats: 6, D: 6.48074069840786, PD: 1.879998161783146E7
Name: Erbealeor, Pop. 246252146, Seats: 13, D: 13.490737563232042, PD: 1.825342349488297E7
Name: Oratle, Pop. 320721795, Seats: 17, D: 17.4928556845359, PD: 1.8334444688955255E7
Name: Diissomave, Pop. 290957611, Seats: 15, D: 15.491933384829668, PD: 1.8781233030921597E7
Name: Retiin, Pop. 307654230, Seats: 16, D: 16.492422502470642, PD: 1.8654277742030434E7
Name: Enlais, Pop. 23146478, Seats: 1, D: 1.4142135623730951, PD: 1.6367031554385236E7
Name: Atintiintidi, Pop. 370582649, Seats: 19, D: 19.493588689617926, PD: 1.9010488776618555E7
Name: Atlaar, Pop. 249342237, Seats: 13, D: 13.490737563232042, PD: 1.8482476279100034E7
Name: Bibi, Pop. 378945580, Seats: 20, D: 20.493901531919196, PD: 1.8490650958276212E7
Name: Onenan, Pop. 340137336, Seats: 18, D: 18.49324200890693, PD: 1.8392520675183892E7
Name: Onqube, Pop. 25992113, Seats: 1, D: 1.4142135623730951, PD: 1.8379199359667014E7
Name: Oranen, Pop. 364465281, Seats: 19, D: 19.493588689617926, PD: 1.8696674419631634E7
Name: Xeina, Pop. 45726606, Seats: 2, D: 2.449489742783178, PD: 1.866780872821462E7
Name: Dioran, Pop. 26901337, Seats: 1, D: 1.4142135623730951, PD: 1.902211781568457E7
Name: Edorra, Pop. 42670209, Seats: 2, D: 2.449489742783178, PD: 1.7420039877985742E7
Name: Vereed, Pop. 417425545, Seats: 22, D: 22.494443758403985, PD: 1.8556828943327334E7
Name: Diaan, Pop. 312195048, Seats: 16, D: 16.492422502470642, PD: 1.8929605274981994E7
Name: Oredes, Pop. 41380191, Seats: 2, D: 2.449489742783178, PD: 1.689339223481813E7
Name: Raon, Pop. 240564116, Seats: 13, D: 13.490737563232042, PD: 1.7831798659818187E7
Name: Radiri, Pop. 245941959, Seats: 13, D: 13.490737563232042, PD: 1.8230430904704258E7
Name: Biesveer X, Pop. 25286288, Seats: 1, D: 1.4142135623730951, PD: 1.7880105715836022E7
Name: Insoarar, Pop. 351608108, Seats: 18, D: 18.49324200890693, PD: 1.901278898695288E7
Name: Intear, Pop. 282242558, Seats: 15, D: 15.491933384829668, PD: 1.8218678778749682E7
Name: Geedan, Pop. 521860617, Seats: 27, D: 27.49545416973504, PD: 1.897988713983221E7
Name: Racelate, Pop. 26388390, Seats: 1, D: 1.4142135623730951, PD: 1.865940951359528E7
Name: Abixe, Pop. 267986971, Seats: 14, D: 14.491376746189438, PD: 1.8492857903957825E7
Name: Quares, Pop. 325922927, Seats: 17, D: 17.4928556845359, PD: 1.8631773615335066E7
Name: Maisin, Pop. 223350663, Seats: 12, D: 12.489995996796797, PD: 1.7882364658666093E7
Name: Rigexequ, Pop. 20083660, Seats: 1, D: 1.4142135623730951, PD: 1.4201292177045016E7
Name: Ribera, Pop. 26513871, Seats: 1, D: 1.4142135623730951, PD: 1.8748137979605347E7
Name: Isonre, Pop. 363819211, Seats: 19, D: 19.493588689617926, PD: 1.866353172793505E7
Name: Inma, Pop. 23627758, Seats: 1, D: 1.4142135623730951, PD: 1.6707347906034697E7
Name: Quri, Pop. 260653399, Seats: 14, D: 14.491376746189438, PD: 1.7986793357542083E7
Name: Ribima, Pop. 299841682, Seats: 16, D: 16.492422502470642, PD: 1.8180572438953847E7
Name: Zalaed, Pop. 283703198, Seats: 15, D: 15.491933384829668, PD: 1.8312962685329754E7
Name: Legees, Pop. 311499622, Seats: 16, D: 16.492422502470642, PD: 1.8887438880087864E7
Name: Ceedra, Pop. 342866032, Seats: 18, D: 18.49324200890693, PD: 1.85400716561685E7
Name: Ticetibe, Pop. 376650829, Seats: 20, D: 20.493901531919196, PD: 1.8378678574861277E7
Name: Leedon, Pop. 24787251, Seats: 1, D: 1.4142135623730951, PD: 1.752723326907303E7
Name: Esar, Pop. 25080142, Seats: 1, D: 1.4142135623730951, PD: 1.773433848132154E7
Name: Zaraleveti, Pop. 39969858, Seats: 2, D: 2.449489742783178, PD: 1.631762619858336E7
Name: Lexeorat, Pop. 282724216, Seats: 15, D: 15.491933384829668, PD: 1.824976966895914E7
Name: Erceer, Pop. 23670925, Seats: 1, D: 1.4142135623730951, PD: 1.6737871584458176E7
Name: Larage XIX, Pop. 400683966, Seats: 21, D: 21.494185260204677, PD: 1.8641505186141886E7
Name: Quisbe, Pop. 189365378, Seats: 10, D: 10.488088481701515, PD: 1.8055280362135034E7
Name: Arrior, Pop. 395403250, Seats: 21, D: 21.494185260204677, PD: 1.839582404326196E7
Name: Xebiso, Pop. 194231701, Seats: 10, D: 10.488088481701515, PD: 1.851926605490357E7
Name: Usaesxe, Pop. 231350935, Seats: 12, D: 12.489995996796797, PD: 1.8522899051315356E7
Name: Arreza, Pop. 377221799, Seats: 20, D: 20.493901531919196, PD: 1.8406539058093846E7
Name: Qutedi, Pop. 338719838, Seats: 18, D: 18.49324200890693, PD: 1.8315871161847223E7
Name: Raonce, Pop. 242673629, Seats: 13, D: 13.490737563232042, PD: 1.7988166166791957E7
Name: Laisri, Pop. 403049203, Seats: 21, D: 21.494185260204677, PD: 1.87515459702594E7
Name: Gedied, Pop. 31739532, Seats: 2, D: 2.449489742783178, PD: 1.2957609679123076E7
Name: Reveor, Pop. 383730668, Seats: 20, D: 20.493901531919196, PD: 1.872413934468947E7
Name: Reenge, Pop. 288306229, Seats: 15, D: 15.491933384829668, PD: 1.8610087058747698E7
Name: Erveza, Pop. 290498261, Seats: 15, D: 15.491933384829668, PD: 1.8751582115920257E7
Name: Ancein, Pop. 263640456, Seats: 14, D: 14.491376746189438, PD: 1.8192919873491332E7
Name: Aveso, Pop. 26414060, Seats: 1, D: 1.4142135623730951, PD: 1.8677560944668338E7
Name: Orquin, Pop. 309450204, Seats: 16, D: 16.492422502470642, PD: 1.8763174661190186E7
Name: Anorza, Pop. 322260534, Seats: 17, D: 17.4928556845359, PD: 1.8422408542756457E7
Name: Enbedi, Pop. 304129994, Seats: 16, D: 16.492422502470642, PD: 1.844058954677155E7
Name: Xemain, Pop. 300947875, Seats: 16, D: 16.492422502470642, PD: 1.8247645241620302E7
Name: Teares, Pop. 359719211, Seats: 19, D: 19.493588689617926, PD: 1.8453206165757593E7
Name: Onerti, Pop. 283934103, Seats: 15, D: 15.491933384829668, PD: 1.8327867538989022E7
Name: Teusqu, Pop. 25081116, Seats: 1, D: 1.4142135623730951, PD: 1.7735027203326415E7
Name: Enedqu, Pop. 41533071, Seats: 2, D: 2.449489742783178, PD: 1.695580523346425E7
Name: Riente, Pop. 26186756, Seats: 1, D: 1.4142135623730951, PD: 1.851683274487751E7
Name: Enlaraon, Pop. 264882449, Seats: 14, D: 14.491376746189438, PD: 1.8278625532915764E7
Name: Diatxeesbe, Pop. 21942553, Seats: 1, D: 1.4142135623730951, PD: 1.5515728022845222E7
Name: Dibeed, Pop. 419485555, Seats: 22, D: 22.494443758403985, PD: 1.8648407558123283E7
Name: Zaain, Pop. 260618126, Seats: 14, D: 14.491376746189438, PD: 1.7984359289294615E7
Name: Zare, Pop. 46155047, Seats: 2, D: 2.449489742783178, PD: 1.8842719034029253E7
Name: Atleenertexeis, Pop. 260961062, Seats: 14, D: 14.491376746189438, PD: 1.8008024121560477E7
Name: Xeorus, Pop. 37776315, Seats: 2, D: 2.449489742783178, PD: 1.5422116018774386E7
Name: Laonso, Pop. 25221093, Seats: 1, D: 1.4142135623730951, PD: 1.7834005889236566E7
Name: Edcelari, Pop. 33945759, Seats: 2, D: 2.449489742783178, PD: 1.3858298080248293E7
Name: Armare, Pop. 359759787, Seats: 19, D: 19.493588689617926, PD: 1.8455287670638304E7
Name: Lemale, Pop. 213802324, Seats: 11, D: 11.489125293076057, PD: 1.8609103699900318E7
Name: Ralagema, Pop. 397801543, Seats: 21, D: 21.494185260204677, PD: 1.8507402731682416E7
Name: Malela, Pop. 361075013, Seats: 19, D: 19.493588689617926, PD: 1.8522757340843283E7
Name: Usveor, Pop. 46171383, Seats: 2, D: 2.449489742783178, PD: 1.884938817810227E7
Name: Aques, Pop. 301269341, Seats: 16, D: 16.492422502470642, PD: 1.8267136980929784E7
Name: Atonqu, Pop. 385468812, Seats: 20, D: 20.493901531919196, PD: 1.8808952087509222E7
Name: Aten, Pop. 309419187, Seats: 16, D: 16.492422502470642, PD: 1.8761293979319748E7
Name: Ederbi, Pop. 272673202, Seats: 14, D: 14.491376746189438, PD: 1.8816238565580074E7
Name: Ined, Pop. 46537627, Seats: 2, D: 2.449489742783178, PD: 1.8998906664994914E7
Name: Mamaat, Pop. 25053491, Seats: 1, D: 1.4142135623730951, PD: 1.7715493378496137E7
Name: Aesveed, Pop. 23950562, Seats: 1, D: 1.4142135623730951, PD: 1.693560480342884E7
Name: Xete, Pop. 20363419, Seats: 1, D: 1.4142135623730951, PD: 1.4399111663042983E7
Name: Cegebi, Pop. 25717484, Seats: 1, D: 1.4142135623730951, PD: 1.8185007331456535E7
Name: Laveoner Uson, Pop. 24842027, Seats: 1, D: 1.4142135623730951, PD: 1.7565965750119306E7
Name: Tecera, Pop. 270233704, Seats: 14, D: 14.491376746189438, PD: 1.864789721039162E7
Name: Entiaqu, Pop. 176587487, Seats: 9, D: 9.486832980505138, PD: 1.8613955506845802E7
Name: Edlagelege, Pop. 25659274, Seats: 1, D: 1.4142135623730951, PD: 1.8143846645723667E7
Name: Vedian, Pop. 338971115, Seats: 18, D: 18.49324200890693, PD: 1.8329458665859714E7
Name: Inerrera, Pop. 308868687, Seats: 16, D: 16.492422502470642, PD: 1.872791501392412E7
Name: Riaqu, Pop. 195792456, Seats: 10, D: 10.488088481701515, PD: 1.866807820525137E7
Name: Edbibe, Pop. 26079690, Seats: 1, D: 1.4142135623730951, PD: 1.844112565024299E7
Name: Enbeis, Pop. 338065187, Seats: 18, D: 18.49324200890693, PD: 1.828047168999233E7
Name: Reaa, Pop. 307863580, Seats: 16, D: 16.492422502470642, PD: 1.8666971450305775E7
Name: Ussoer, Pop. 237183358, Seats: 12, D: 12.489995996796797, PD: 1.898986661491552E7
Name: Maates, Pop. 367738147, Seats: 19, D: 19.493588689617926, PD: 1.886456890289541E7
Name: Enonon, Pop. 331132667, Seats: 17, D: 17.4928556845359, PD: 1.892959462832184E7
Name: Teveon, Pop. 255236611, Seats: 13, D: 13.490737563232042, PD: 1.891939634906453E7
Name: Cerive, Pop. 312039740, Seats: 16, D: 16.492422502470642, PD: 1.892018834426871E7
Name: Maonridi, Pop. 327588100, Seats: 17, D: 17.4928556845359, PD: 1.87269652198409E7
Name: Dionti, Pop. 24763057, Seats: 1, D: 1.4142135623730951, PD: 1.7510125527609E7
Name: Anusar, Pop. 24894109, Seats: 1, D: 1.4142135623730951, PD: 1.7602793285497062E7
Name: Qutige, Pop. 24134192, Seats: 1, D: 1.4142135623730951, PD: 1.7065450821658123E7
Name: Ticeve, Pop. 301515182, Seats: 16, D: 16.492422502470642, PD: 1.8282043281078424E7
Name: Edondi, Pop. 210935544, Seats: 11, D: 11.489125293076057, PD: 1.835958252862998E7
Name: Inmaoner, Pop. 43747479, Seats: 2, D: 2.449489742783178, PD: 1.7859833513853747E7
Name: Inxeve, Pop. 323045192, Seats: 17, D: 17.4928556845359, PD: 1.846726445503004E7
Name: Xeeran, Pop. 25959297, Seats: 1, D: 1.4142135623730951, PD: 1.83559949435356E7
Name: Ata, Pop. 26673110, Seats: 1, D: 1.4142135623730951, PD: 1.886073695633471E7
Name: Quralaqu, Pop. 25180523, Seats: 1, D: 1.4142135623730951, PD: 1.7805318567123827E7
Name: Beenor, Pop. 25881536, Seats: 1, D: 1.4142135623730951, PD: 1.8301009613123752E7
Name: Lamaen, Pop. 260806636, Seats: 14, D: 14.491376746189438, PD: 1.799736771515378E7
Name: Rebire, Pop. 25367102, Seats: 1, D: 1.4142135623730951, PD: 1.793724984325083E7
Name: Rizaed, Pop. 227494135, Seats: 12, D: 12.489995996796797, PD: 1.821410791951763E7
Name: Lainor, Pop. 25557692, Seats: 1, D: 1.4142135623730951, PD: 1.8072017324677177E7
Name: Onlaza, Pop. 153813854, Seats: 8, D: 8.48528137423857, PD: 1.812713653397293E7
Name: Beerat, Pop. 26642367, Seats: 1, D: 1.4142135623730951, PD: 1.8838998372560695E7
Name: Cesoti, Pop. 213696426, Seats: 11, D: 11.489125293076057, PD: 1.8599886462095123E7
Name: Soavelaerat, Pop. 340436321, Seats: 18, D: 18.49324200890693, PD: 1.840868793238282E7
Name: Sotirace, Pop. 22604828, Seats: 1, D: 1.4142135623730951, PD: 1.5984027166355541E7
Name: Bixeza, Pop. 25367057, Seats: 1, D: 1.4142135623730951, PD: 1.7937218023445677E7
Name: Orquusa, Pop. 41604116, Seats: 2, D: 2.449489742783178, PD: 1.698480923326025E7
Name: Mateon, Pop. 380278170, Seats: 20, D: 20.493901531919196, PD: 1.8555674692186736E7
Name: Ceon, Pop. 43786471, Seats: 2, D: 2.449489742783178, PD: 1.7875751931195516E7
Name: Xeteatge, Pop. 21533117, Seats: 1, D: 1.4142135623730951, PD: 1.5226213050783325E7
Name: Soquat, Pop. 264481109, Seats: 14, D: 14.491376746189438, PD: 1.8250930441757116E7
Name: Geveon, Pop. 37802751, Seats: 2, D: 2.449489742783178, PD: 1.543290847058109E7
Name: Soleed, Pop. 457663479, Seats: 24, D: 24.49489742783178, PD: 1.8684033290949408E7
Name: Tiusen, Pop. 327303150, Seats: 17, D: 17.4928556845359, PD: 1.8710675712562114E7
Name: Erorle, Pop. 235088375, Seats: 12, D: 12.489995996796797, PD: 1.8822133734894E7
Name: Rienra, Pop. 26331098, Seats: 1, D: 1.4142135623730951, PD: 1.8618897951887537E7
Name: Ererma, Pop. 276276437, Seats: 14, D: 14.491376746189438, PD: 1.906488540315177E7
Name: Isried, Pop. 400286941, Seats: 21, D: 21.494185260204677, PD: 1.8623033911460213E7
Name: Atra, Pop. 280814589, Seats: 15, D: 15.491933384829668, PD: 1.812650377615134E7
Name: Rearen, Pop. 216432314, Seats: 11, D: 11.489125293076057, PD: 1.883801494709378E7
Name: Bivequ, Pop. 311082663, Seats: 16, D: 16.492422502470642, PD: 1.8862157027167983E7
Name: Race, Pop. 387239410, Seats: 20, D: 20.493901531919196, PD: 1.889534842337735E7
Name: Riange, Pop. 363255747, Seats: 19, D: 19.493588689617926, PD: 1.8634626634626083E7
Name: Teora, Pop. 379152290, Seats: 20, D: 20.493901531919196, PD: 1.850073737348017E7
Name: Soinsoberi, Pop. 247480370, Seats: 13, D: 13.490737563232042, PD: 1.8344465514953647E7
Name: Diqute, Pop. 26261742, Seats: 1, D: 1.4142135623730951, PD: 1.8569855853971563E7
Name: Quesa, Pop. 337400179, Seats: 18, D: 18.49324200890693, PD: 1.8244512175717887E7
Name: Ensote, Pop. 26414255, Seats: 1, D: 1.4142135623730951, PD: 1.8677698830490667E7
Name: Atanonge, Pop. 205627438, Seats: 11, D: 11.489125293076057, PD: 1.7897571203607794E7
Name: Leriza, Pop. 46168213, Seats: 2, D: 2.449489742783178, PD: 1.88480940310215E7
Name: Usgela, Pop. 428500190, Seats: 22, D: 22.494443758403985, PD: 1.904915696525775E7
Name: Cebesoxe, Pop. 368861211, Seats: 19, D: 19.493588689617926, PD: 1.8922180870495718E7
Name: Attelain, Pop. 345485953, Seats: 18, D: 18.49324200890693, PD: 1.8681740758791946E7
Name: Arlale, Pop. 215273575, Seats: 11, D: 11.489125293076057, PD: 1.8737159662601557E7
Name: Reatedlaon, Pop. 327754121, Seats: 17, D: 17.4928556845359, PD: 1.8736456008708883E7
Name: Isanve, Pop. 338705415, Seats: 18, D: 18.49324200890693, PD: 1.831509125532823E7
Name: Lees, Pop. 39768029, Seats: 2, D: 2.449489742783178, PD: 1.6235229854367329E7
Name: Quatla, Pop. 383074856, Seats: 20, D: 20.493901531919196, PD: 1.8692138995757442E7
Name: Zaenvein, Pop. 357080454, Seats: 19, D: 19.493588689617926, PD: 1.8317840787836935E7
Name: Bierar, Pop. 311251237, Seats: 16, D: 16.492422502470642, PD: 1.8872378327281702E7
Name: Cebequce, Pop. 293802781, Seats: 15, D: 15.491933384829668, PD: 1.896488796470708E7
Name: Orlaeda, Pop. 26125263, Seats: 1, D: 1.4142135623730951, PD: 1.8473350627582006E7
Name: Isante, Pop. 311813759, Seats: 16, D: 16.492422502470642, PD: 1.8906486233498372E7
Name: Erusra, Pop. 422761046, Seats: 22, D: 22.494443758403985, PD: 1.8794020894251067E7
Name: Riedlaon, Pop. 224090009, Seats: 12, D: 12.489995996796797, PD: 1.794155971366768E7
Name: Bexele, Pop. 39932743, Seats: 2, D: 2.449489742783178, PD: 1.6302474063282793E7
Name: Lea, Pop. 42998798, Seats: 2, D: 2.449489742783178, PD: 1.7554185775500976E7
Name: Enesor, Pop. 43612395, Seats: 2, D: 2.449489742783178, PD: 1.780468570178473E7
Name: Rivees, Pop. 287300123, Seats: 15, D: 15.491933384829668, PD: 1.8545143195705708E7
Name: Dionte, Pop. 178145140, Seats: 9, D: 9.486832980505138, PD: 1.877814654965228E7
Name: Anesen Atarza, Pop. 25376993, Seats: 1, D: 1.4142135623730951, PD: 1.7944243836423546E7
Name: Ragetixe, Pop. 23435845, Seats: 1, D: 1.4142135623730951, PD: 1.6571644922336843E7
Name: Lalaor, Pop. 164535599, Seats: 9, D: 9.486832980505138, PD: 1.7343574967337426E7
Name: Maenus, Pop. 39975783, Seats: 2, D: 2.449489742783178, PD: 1.632004506970436E7
Name: Latiar, Pop. 283283475, Seats: 15, D: 15.491933384829668, PD: 1.8285869682179417E7
Name: Usenan, Pop. 45348092, Seats: 2, D: 2.449489742783178, PD: 1.8513281034797985E7
Name: Redia, Pop. 26339275, Seats: 1, D: 1.4142135623730951, PD: 1.86246799640373E7
Name: Tezain, Pop. 26382039, Seats: 1, D: 1.4142135623730951, PD: 1.865491867842796E7
Name: Sobiqule XIII, Pop. 26518804, Seats: 1, D: 1.4142135623730951, PD: 1.875162613735694E7
Name: Bibile, Pop. 251741676, Seats: 13, D: 13.490737563232042, PD: 1.8660334531012032E7
Name: Zaveorla, Pop. 157421218, Seats: 8, D: 8.48528137423857, PD: 1.8552268458407633E7
Name: Gezatige, Pop. 307693335, Seats: 16, D: 16.492422502470642, PD: 1.8656648830934696E7
Name: Ininreed, Pop. 26043226, Seats: 1, D: 1.4142135623730951, PD: 1.8415341708573803E7
Name: Ersoed, Pop. 361929383, Seats: 19, D: 19.493588689617926, PD: 1.856658559707683E7
Name: Enceor, Pop. 164158652, Seats: 9, D: 9.486832980505138, PD: 1.7303841264765173E7
Name: Bibeaedqu, Pop. 44738093, Seats: 2, D: 2.449489742783178, PD: 1.8264249985863317E7
Name: Tigear, Pop. 26737279, Seats: 1, D: 1.4142135623730951, PD: 1.8906111291376673E7
Name: Atceus, Pop. 173747876, Seats: 9, D: 9.486832980505138, PD: 1.8314634225883525E7
Name: Sousazala, Pop. 207462554, Seats: 11, D: 11.489125293076057, PD: 1.805729754945119E7
Name: Ceon, Pop. 174728517, Seats: 9, D: 9.486832980505138, PD: 1.8418002863448363E7
Name: Xeatle, Pop. 304017495, Seats: 16, D: 16.492422502470642, PD: 1.843376829295131E7
Name: Engequxe, Pop. 199680313, Seats: 10, D: 10.488088481701515, PD: 1.903877082543503E7
Name: Laeddi, Pop. 350501888, Seats: 18, D: 18.49324200890693, PD: 1.8952971460125122E7
Name: Usmabe, Pop. 424901951, Seats: 22, D: 22.494443758403985, PD: 1.88891957304459E7
Name: Ageor, Pop. 229403843, Seats: 12, D: 12.489995996796797, PD: 1.836700692769103E7
Name: Isxema, Pop. 216505895, Seats: 11, D: 11.489125293076057, PD: 1.8844419351095222E7
Name: Isedisbe, Pop. 44193912, Seats: 2, D: 2.449489742783178, PD: 1.80420890229104E7
Name: Celebi, Pop. 20565144, Seats: 1, D: 1.4142135623730951, PD: 1.454175277847784E7
Name: Diesbira, Pop. 433742113, Seats: 23, D: 23.49468024894146, PD: 1.8461290317817457E7
Name: Gequraqudi, Pop. 270507795, Seats: 14, D: 14.491376746189438, PD: 1.866681128631419E7
Name: Riendi, Pop. 20593299, Seats: 1, D: 1.4142135623730951, PD: 1.4561661369902147E7
Name: Enoron, Pop. 264305272, Seats: 14, D: 14.491376746189438, PD: 1.823879653598131E7
Name: Rierbe, Pop. 299368737, Seats: 16, D: 16.492422502470642, PD: 1.8151895936158147E7
Name: Onxeis, Pop. 38326367, Seats: 2, D: 2.449489742783178, PD: 1.5646673807440616E7
Name: Vequor, Pop. 322684398, Seats: 17, D: 17.4928556845359, PD: 1.8446639234854072E7
Name: Laqued, Pop. 41472292, Seats: 2, D: 2.449489742783178, PD: 1.6930992310618144E7
Name: Esrera, Pop. 25614017, Seats: 1, D: 1.4142135623730951, PD: 1.8111845114127506E7
Name: Erledia, Pop. 228364379, Seats: 12, D: 12.489995996796797, PD: 1.8283783202057604E7
Name: Leina, Pop. 26159700, Seats: 1, D: 1.4142135623730951, PD: 1.8497701263805725E7
Name: Leriti, Pop. 25733077, Seats: 1, D: 1.4142135623730951, PD: 1.8196033247495577E7
Name: Bebire III, Pop. 22820980, Seats: 1, D: 1.4142135623730951, PD: 1.6136869711322576E7
Name: Raeddi, Pop. 39555282, Seats: 2, D: 2.449489742783178, PD: 1.6148376255316013E7
Name: Labice, Pop. 25916335, Seats: 1, D: 1.4142135623730951, PD: 1.832561622200226E7
Name: Ertilaso, Pop. 22879348, Seats: 1, D: 1.4142135623730951, PD: 1.6178142119926872E7
Name: Soveve, Pop. 22976811, Seats: 1, D: 1.4142135623730951, PD: 1.6247058868141657E7
Name: Tivema, Pop. 45271733, Seats: 2, D: 2.449489742783178, PD: 1.8482107603586454E7
Name: Atlasote, Pop. 30948961, Seats: 2, D: 2.449489742783178, PD: 1.2634860419882769E7
Name: Ontequ, Pop. 41860667, Seats: 2, D: 2.449489742783178, PD: 1.7089545740427047E7
Name: Diaten, Pop. 38562899, Seats: 2, D: 2.449489742783178, PD: 1.5743237592080614E7
Name: Xegeon, Pop. 38516726, Seats: 2, D: 2.449489742783178, PD: 1.5724387543765025E7
Name: Tiedin, Pop. 31661889, Seats: 2, D: 2.449489742783178, PD: 1.292591205710659E7
Name: Isiser, Pop. 20253225, Seats: 1, D: 1.4142135623730951, PD: 1.4321192738396913E7
Name: Zaanarti, Pop. 380633970, Seats: 20, D: 20.493901531919196, PD: 1.857303595448449E7
Name: Gegeaer, Pop. 41494718, Seats: 2, D: 2.449489742783178, PD: 1.6940147686780088E7
Name: Iserdixe, Pop. 22322602, Seats: 1, D: 1.4142135623730951, PD: 1.5784463247928387E7
Name: Esreti, Pop. 40446552, Seats: 2, D: 2.449489742783178, PD: 1.651223570915774E7
Name: Teceus, Pop. 23023758, Seats: 1, D: 1.4142135623730951, PD: 1.6280255410198022E7
Name: Rexeti, Pop. 33752936, Seats: 2, D: 2.449489742783178, PD: 1.377957842013618E7
Name: Ansotivema, Pop. 33009818, Seats: 2, D: 2.449489742783178, PD: 1.3476201767023254E7
Name: Atuszaar, Pop. 23750582, Seats: 1, D: 1.4142135623730951, PD: 1.6794197589327153E7
Name: Tereat, Pop. 33877244, Seats: 2, D: 2.449489742783178, PD: 1.3830326948627163E7
Name: Atear, Pop. 213247566, Seats: 11, D: 11.489125293076057, PD: 1.8560818213768985E7
Name: Enanabi, Pop. 19751452, Seats: 1, D: 1.4142135623730951, PD: 1.3966385647480596E7
Name: Maon, Pop. 144256863, Seats: 8, D: 8.48528137423857, PD: 1.700083434333313E7
Name: Onxebe, Pop. 28390530, Seats: 2, D: 2.449489742783178, PD: 1.1590385337863019E7
Name: Gexemaen, Pop. 42231488, Seats: 2, D: 2.449489742783178, PD: 1.7240932779745147E7
Name: Cean, Pop. 26375391, Seats: 1, D: 1.4142135623730951, PD: 1.8650217832546633E7
Name: Aratte, Pop. 214650232, Seats: 11, D: 11.489125293076057, PD: 1.868290461845336E7
Name: Maquar, Pop. 26542671, Seats: 1, D: 1.4142135623730951, PD: 1.876850265490352E7
Name: Lara, Pop. 343320108, Seats: 18, D: 18.49324200890693, PD: 1.8564625274175625E7
Name: Iszaso, Pop. 31728229, Seats: 2, D: 2.449489742783178, PD: 1.2952995248695964E7
Name: Erarat, Pop. 40983169, Seats: 2, D: 2.449489742783178, PD: 1.6731308682041587E7
Name: Leeranma, Pop. 279810602, Seats: 15, D: 15.491933384829668, PD: 1.8061696693971194E7
Name: Artige, Pop. 22513165, Seats: 1, D: 1.4142135623730951, PD: 1.5919211637471639E7
Name: Ceanma, Pop. 23813658, Seats: 1, D: 1.4142135623730951, PD: 1.6838799056657277E7
Name: Atdiordibe, Pop. 31257281, Seats: 2, D: 2.449489742783178, PD: 1.2760731532798588E7
Name: Teonti, Pop. 29326970, Seats: 2, D: 2.449489742783178, PD: 1.1972685366984997E7
Name: Riente, Pop. 21107319, Seats: 1, D: 1.4142135623730951, PD: 1.4925128397567656E7
Name: Erbema, Pop. 19657451, Seats: 1, D: 1.4142135623730951, PD: 1.389991690294228E7
Name: Tisole, Pop. 35993225, Seats: 2, D: 2.449489742783178, PD: 1.4694172574531177E7
Name: Onusla, Pop. 26479879, Seats: 1, D: 1.4142135623730951, PD: 1.8724102005899254E7
Name: Biinisre, Pop. 326510099, Seats: 17, D: 17.4928556845359, PD: 1.8665340004413497E7
Name: Ririer, Pop. 33329202, Seats: 2, D: 2.449489742783178, PD: 1.3606589739024766E7
Name: Tiarla, Pop. 47890726, Seats: 3, D: 3.4641016151377544, PD: 1.3824861773893306E7
Name: Edtian, Pop. 24071739, Seats: 1, D: 1.4142135623730951, PD: 1.7021289881852683E7
Name: Diaron, Pop. 34731945, Seats: 2, D: 2.449489742783178, PD: 1.4179257170734916E7
Name: Atiat, Pop. 22898891, Seats: 1, D: 1.4142135623730951, PD: 1.61919611077516E7
Name: Ticezaor, Pop. 39495382, Seats: 2, D: 2.449489742783178, PD: 1.6123922182717228E7
Name: Quaran, Pop. 38039931, Seats: 2, D: 2.449489742783178, PD: 1.552973680011331E7
Name: Dianer, Pop. 24758762, Seats: 1, D: 1.4142135623730951, PD: 1.7507088503983807E7
Name: Usanve Cetierla, Pop. 21433936, Seats: 1, D: 1.4142135623730951, PD: 1.5156081493118463E7
Name: Ertiti, Pop. 22814017, Seats: 1, D: 1.4142135623730951, PD: 1.6131946126805175E7
Name: Araon, Pop. 35822571, Seats: 2, D: 2.449489742783178, PD: 1.4624503370770358E7
Name: Isesus, Pop. 38456074, Seats: 2, D: 2.449489742783178, PD: 1.5699626468451811E7
Name: Gelaesisbi, Pop. 24849717, Seats: 1, D: 1.4142135623730951, PD: 1.757140340126663E7
Name: Esgeri, Pop. 396668572, Seats: 21, D: 21.494185260204677, PD: 1.845469215036545E7
